name,dataset,#events,XS,weighting,weighting on 1fb-1,boosted_dataset,globalTag,isData,generator
minimal_ZprimeToTprimeT_TprimeToZT_Zp2750Nar_Tp1500Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp2750Nar_Tp1500Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,246356,0.760900,0.00000406,0.003089,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp2750Wid_Tp1500Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp2750WID_Tp1500Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,246915,0.764900,0.00000405,0.003098,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp3000Nar_Tp1500Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp3000Nar_Tp1500Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,233500,0.478800,0.00000428,0.002051,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp3000Wid_Tp1500Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp3000WID_Tp1500Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,242300,0.012940,0.00000413,0.000053,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp3000Nar_Tp1800Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp3000Nar_Tp1800Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,243392,0.367300,0.00000411,0.001509,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp3000Wid_Tp1800Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp3000WID_Tp1800Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,244247,0.008574,0.00000409,0.000035,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp3000Nar_Tp2100Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp3000Nar_Tp2100Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,249704,0.248300,0.00000400,0.000994,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp3000Wid_Tp2100Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp3000WID_Tp2100Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,249530,0.005022,0.00000401,0.000020,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp3500Nar_Tp1800Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp3500Nar_Tp1800Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v3/MINIAODSIM,249670,0.156000,0.00000401,0.000625,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp3500Wid_Tp1800Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp3500WID_Tp1800Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,244113,0.004276,0.00000410,0.000018,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp3500Nar_Tp2100Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp3500Nar_Tp2100Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,250000,0.122300,0.00000400,0.000489,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp3500Wid_Tp2100Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp3500WID_Tp2100Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,247192,0.002908,0.00000405,0.000012,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp3500Nar_Tp2500Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp3500Nar_Tp2500Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,248038,0.076880,0.00000403,0.000310,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp3500Wid_Tp2500Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp3500WID_Tp2500Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,238575,0.001521,0.00000419,0.000006,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp4000Nar_Tp2100Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp4000Nar_Tp2100Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,248308,0.052840,0.00000403,0.000213,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp4000Wid_Tp2100Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp4000WID_Tp2100Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,248377,0.001533,0.00000403,0.000006,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp4000Nar_Tp2500Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp4000Nar_Tp2500Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,244709,0.039030,0.00000409,0.000159,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp4000Wid_Tp2500Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp4000WID_Tp2500Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,240860,0.000917,0.00000415,0.000004,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp4000Nar_Tp3000Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp4000Nar_Tp3000Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,235310,0.021990,0.00000425,0.000093,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
minimal_ZprimeToTprimeT_TprimeToZT_Zp4000Wid_Tp3000Nar_LH,/ZprimeToTprimeT_TprimeToZT_Zp4000WID_Tp3000Nar_LH_TuneCUETP8M2T4_13TeV-madgraph-pythia8_V2/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v2/MINIAODSIM,250000,0.000412,0.00000400,0.000002,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,MadGraph
