name,dataset,#events,XS,weighting,weighting on 1fb-1,boosted_dataset,globalTag,isData,generator
MC_st_schan,/ST_s-channel_4f_leptonDecays_13TeV-amcatnlo-pythia8_TuneCUETP8M1/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,1000000,10.32,0.000001,0.01032,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,aMC
MC_st_tchan,/ST_t-channel_top_4f_inclusiveDecays_TuneCUETP8M2T4_13TeV-powhegV2-madspin/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,5993676,136.02,1.66842518681357E-07,0.0226939194,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,POWHEG
MC_stbar_tchan,/ST_t-channel_antitop_4f_inclusiveDecays_TuneCUETP8M2T4_13TeV-powhegV2-madspin/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,3928063,80.85,2.54578401619322E-07,0.0205826638,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,POWHEG
MC_st_tWchan,/ST_tW_top_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M2T4/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,992024,35.85,0.000001008,0.0361382386,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,POWHEG
MC_stbar_tWchan,/ST_tW_antitop_5f_inclusiveDecays_13TeV-powheg-pythia8_TuneCUETP8M2T4/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM,998276,35.85,1.00172697730888E-06,0.0359119121,NONE,80X_mcRun2_asymptotic_2016_TrancheIV_v8,FALSE,POWHEG
